datetime,temperature,humidity,heat_index
2020-09-20 15:12:56,25.0,38.0,25.629742311116807
2020-09-20 15:13:02,25.0,38.0,25.629742311116807
2020-09-20 15:13:03,25.0,38.0,25.629742311116807
2020-09-20 15:13:04,25.0,40.0,25.683478355560005
2020-09-20 15:13:06,25.0,40.0,25.683478355560005
2020-09-20 15:13:09,25.0,40.0,25.683478355560005
2020-09-20 15:13:11,25.0,38.0,25.629742311116807
2020-09-20 15:13:12,25.0,40.0,25.683478355560005
2020-09-20 15:13:15,25.0,40.0,25.683478355560005
2020-09-20 15:13:17,25.0,38.0,25.629742311116807
2020-09-20 15:13:20,25.0,40.0,25.683478355560005
2020-09-20 15:13:23,25.0,40.0,25.683478355560005
2020-09-20 15:13:26,25.0,38.0,25.629742311116807
2020-09-20 15:13:27,25.0,38.0,25.629742311116807
2020-09-20 15:13:31,25.0,40.0,25.683478355560005
2020-09-20 15:13:34,25.0,40.0,25.683478355560005
2020-09-20 15:13:39,25.0,37.0,25.601293055561808
2020-09-20 15:13:41,25.0,38.0,25.629742311116807
2020-09-20 15:13:47,25.0,38.0,25.629742311116807
2020-09-20 15:13:48,25.0,38.0,25.629742311116807
2020-09-20 15:13:49,25.0,40.0,25.683478355560005
2020-09-20 15:13:52,25.0,41.0,25.708765144448183
2020-09-20 15:13:54,25.0,38.0,25.629742311116807
2020-09-20 15:13:56,25.0,41.0,25.708765144448183
2020-09-20 15:14:01,25.0,37.0,25.601293055561808
2020-09-20 15:14:05,25.0,38.0,25.629742311116807
2020-09-20 15:14:10,25.0,37.0,25.601293055561808
2020-09-20 15:14:11,25.0,38.0,25.629742311116807
2020-09-20 15:14:12,25.0,40.0,25.683478355560005
2020-09-20 15:14:14,25.0,41.0,25.708765144448183
2020-09-20 15:14:17,25.0,40.0,25.683478355560005
2020-09-20 15:14:19,25.0,38.0,25.629742311116807
2020-09-20 15:14:22,25.0,40.0,25.683478355560005
2020-09-20 15:14:23,25.0,38.0,25.629742311116807
2020-09-20 15:14:25,25.0,40.0,25.683478355560005
2020-09-20 15:14:28,25.0,40.0,25.683478355560005
2020-09-20 15:14:31,25.0,40.0,25.683478355560005
2020-09-20 15:14:33,25.0,38.0,25.629742311116807
2020-09-20 15:14:36,25.0,40.0,25.683478355560005
2020-09-20 15:14:38,25.0,38.0,25.629742311116807
2020-09-20 15:14:43,25.0,38.0,25.629742311116807
2020-09-20 15:14:47,25.0,40.0,25.683478355560005
2020-09-20 15:14:50,25.0,40.0,25.683478355560005
2020-09-20 15:14:51,25.0,38.0,25.629742311116807
2020-09-20 15:14:55,25.0,40.0,25.683478355560005
2020-09-20 15:14:56,25.0,38.0,25.629742311116807
2020-09-20 15:15:02,25.0,38.0,25.629742311116807
2020-09-20 15:15:05,25.0,40.0,25.683478355560005
2020-09-20 15:15:10,25.0,37.0,25.601293055561808
2020-09-20 15:15:16,25.0,38.0,25.629742311116807
2020-09-20 15:15:17,25.0,38.0,25.629742311116807
2020-09-20 15:15:23,25.0,38.0,25.629742311116807
2020-09-20 15:15:24,25.0,38.0,25.629742311116807
2020-09-20 15:15:27,25.0,40.0,25.683478355560005
2020-09-20 15:15:29,25.0,38.0,25.629742311116807
2020-09-20 15:15:32,25.0,40.0,25.683478355560005
2020-09-20 15:15:33,25.0,38.0,25.629742311116807
2020-09-20 15:15:37,25.0,40.0,25.683478355560005
2020-09-20 15:15:38,25.0,38.0,25.629742311116807
2020-09-20 15:15:42,25.0,40.0,25.683478355560005
2020-09-20 15:15:45,25.0,40.0,25.683478355560005
2020-09-20 15:15:46,25.0,38.0,25.629742311116807
2020-09-20 15:15:50,25.0,40.0,25.683478355560005
2020-09-20 15:15:51,25.0,38.0,25.629742311116807
2020-09-20 15:15:57,25.0,38.0,25.629742311116807
2020-09-20 15:15:58,25.0,38.0,25.629742311116807
2020-09-20 15:16:02,25.0,40.0,25.683478355560005
2020-09-20 15:16:03,25.0,38.0,25.629742311116807
2020-09-20 15:16:04,25.0,40.0,25.683478355560005
2020-09-20 15:16:08,25.0,40.0,25.683478355560005
2020-09-20 15:16:09,25.0,38.0,25.629742311116807
2020-09-20 15:16:12,25.0,40.0,25.683478355560005
2020-09-20 15:16:16,25.0,41.0,25.708765144448183
2020-09-20 15:16:17,25.0,38.0,25.629742311116807
2020-09-20 15:16:21,25.0,40.0,25.683478355560005
2020-09-20 15:16:22,25.0,38.0,25.629742311116807
2020-09-20 15:16:25,25.0,40.0,25.683478355560005
2020-09-20 15:16:29,25.0,40.0,25.683478355560005
2020-09-20 15:16:30,25.0,38.0,25.629742311116807
2020-09-20 15:16:34,25.0,40.0,25.683478355560005
2020-09-20 15:16:39,25.0,37.0,25.601293055561808
2020-09-20 15:16:43,25.0,38.0,25.629742311116807
2020-09-20 15:16:47,25.0,40.0,25.683478355560005
2020-09-20 15:16:48,25.0,38.0,25.629742311116807
2020-09-20 15:16:52,25.0,40.0,25.683478355560005
2020-09-20 15:16:55,25.0,40.0,25.683478355560005
2020-09-20 15:16:56,25.0,38.0,25.629742311116807
2020-09-20 15:17:00,25.0,41.0,25.708765144448183
2020-09-20 15:17:03,25.0,40.0,25.683478355560005
2020-09-20 15:17:05,25.0,38.0,25.629742311116807
2020-09-20 15:17:08,25.0,40.0,25.683478355560005
2020-09-20 15:17:14,25.0,38.0,25.629742311116807
2020-09-20 15:17:17,25.0,40.0,25.683478355560005
2020-09-20 15:17:18,25.0,38.0,25.629742311116807
2020-09-20 15:17:22,25.0,40.0,25.683478355560005
2020-09-20 15:17:23,25.0,38.0,25.629742311116807
2020-09-20 15:17:27,25.0,41.0,25.708765144448183
2020-09-20 15:17:28,25.0,38.0,25.629742311116807
2020-09-20 15:17:29,25.0,40.0,25.683478355560005
2020-09-20 15:17:33,25.0,40.0,25.683478355560005
2020-09-20 15:17:34,25.0,38.0,25.629742311116807
2020-09-20 15:17:41,25.0,38.0,25.629742311116807
2020-09-20 15:17:46,25.0,38.0,25.629742311116807
2020-09-20 15:17:50,25.0,40.0,25.683478355560005
2020-09-20 15:17:53,25.0,40.0,25.683478355560005
2020-09-20 15:17:57,25.0,40.0,25.683478355560005
2020-09-20 15:18:02,25.0,38.0,25.629742311116807
2020-09-20 15:18:06,25.0,38.0,25.629742311116807
2020-09-20 15:18:11,25.0,38.0,25.629742311116807
2020-09-20 15:18:12,25.0,38.0,25.629742311116807
2020-09-20 15:18:16,25.0,41.0,25.708765144448183
2020-09-20 15:18:19,25.0,41.0,25.708765144448183
2020-09-20 15:18:23,25.0,40.0,25.683478355560005
2020-09-20 15:18:26,25.0,40.0,25.683478355560005
2020-09-20 15:18:27,25.0,38.0,25.629742311116807
2020-09-20 15:18:29,25.0,40.0,25.683478355560005
2020-09-20 15:18:30,25.0,40.0,25.683478355560005
2020-09-20 15:18:31,25.0,40.0,25.683478355560005
2020-09-20 15:18:35,25.0,40.0,25.683478355560005
2020-09-20 15:18:36,25.0,38.0,25.629742311116807
2020-09-20 15:18:40,25.0,40.0,25.683478355560005
2020-09-20 15:18:41,25.0,38.0,25.629742311116807
2020-09-20 15:18:45,25.0,40.0,25.683478355560005
2020-09-20 15:18:48,25.0,40.0,25.683478355560005
2020-09-20 15:18:51,25.0,40.0,25.683478355560005
2020-09-20 15:18:55,25.0,40.0,25.683478355560005
2020-09-20 15:18:56,25.0,38.0,25.629742311116807
2020-09-20 15:18:57,25.0,40.0,25.683478355560005
2020-09-20 15:19:01,25.0,40.0,25.683478355560005
2020-09-20 15:19:02,25.0,38.0,25.629742311116807
2020-09-20 15:19:08,25.0,38.0,25.629742311116807
2020-09-20 15:19:11,25.0,40.0,25.683478355560005
2020-09-20 15:19:12,25.0,38.0,25.629742311116807
2020-09-20 15:19:16,25.0,41.0,25.708765144448183
2020-09-20 15:19:19,25.0,40.0,25.683478355560005
2020-09-20 15:19:21,25.0,38.0,25.629742311116807
2020-09-20 15:19:24,25.0,40.0,25.683478355560005
2020-09-20 15:19:25,25.0,38.0,25.629742311116807
2020-09-20 15:19:29,25.0,40.0,25.683478355560005
2020-09-20 15:19:30,25.0,38.0,25.629742311116807
2020-09-20 15:19:36,25.0,38.0,25.629742311116807
2020-09-20 15:19:37,25.0,38.0,25.629742311116807
2020-09-20 15:19:41,25.0,40.0,25.683478355560005
2020-09-20 15:19:42,25.0,38.0,25.629742311116807
2020-09-20 15:19:45,25.0,40.0,25.683478355560005
2020-09-20 15:19:49,25.0,40.0,25.683478355560005
2020-09-20 15:19:50,25.0,38.0,25.629742311116807
2020-09-20 15:19:54,25.0,40.0,25.683478355560005
2020-09-20 15:19:55,25.0,38.0,25.629742311116807
2020-09-20 15:19:58,25.0,40.0,25.683478355560005
2020-09-20 15:20:04,25.0,38.0,25.629742311116807
2020-09-20 15:20:05,25.0,38.0,25.629742311116807
2020-09-20 15:20:07,25.0,40.0,25.683478355560005
2020-09-20 15:20:14,25.0,38.0,25.629742311116807
2020-09-20 15:20:16,25.0,38.0,25.629742311116807
2020-09-20 15:20:19,25.0,41.0,25.708765144448183
2020-09-20 15:20:20,25.0,38.0,25.629742311116807
2020-09-20 15:20:24,25.0,40.0,25.683478355560005
2020-09-20 15:20:25,25.0,38.0,25.629742311116807
2020-09-20 15:20:31,25.0,38.0,25.629742311116807
2020-09-20 15:20:32,25.0,38.0,25.629742311116807
2020-09-20 15:20:38,25.0,38.0,25.629742311116807
2020-09-20 15:20:39,25.0,38.0,25.629742311116807
2020-09-20 15:20:47,25.0,38.0,25.629742311116807
2020-09-20 15:20:52,25.0,38.0,25.629742311116807
2020-09-20 15:20:55,25.0,40.0,25.683478355560005
2020-09-20 15:20:56,25.0,38.0,25.629742311116807
2020-09-20 15:21:00,25.0,40.0,25.683478355560005
2020-09-20 15:21:01,25.0,38.0,25.629742311116807
2020-09-20 15:21:02,25.0,40.0,25.683478355560005
2020-09-20 15:21:04,25.0,40.0,25.683478355560005
2020-09-20 15:21:09,25.0,38.0,25.629742311116807
2020-09-20 15:21:13,25.0,40.0,25.683478355560005
2020-09-20 15:21:14,25.0,38.0,25.629742311116807
2020-09-20 15:21:17,25.0,40.0,25.683478355560005
2020-09-20 15:21:21,25.0,40.0,25.683478355560005
2020-09-20 15:21:22,25.0,38.0,25.629742311116807
2020-09-20 15:21:26,25.0,40.0,25.683478355560005
2020-09-20 15:21:31,25.0,38.0,25.629742311116807
2020-09-20 15:21:33,25.0,38.0,25.629742311116807
2020-09-20 15:21:39,25.0,37.0,25.601293055561808
2020-09-20 15:21:42,25.0,38.0,25.629742311116807
2020-09-20 15:21:44,25.0,37.0,25.601293055561808
2020-09-20 15:21:47,25.0,41.0,25.708765144448183
2020-09-20 15:21:48,25.0,38.0,25.629742311116807
2020-09-20 15:21:52,25.0,40.0,25.683478355560005
2020-09-20 15:21:53,25.0,38.0,25.629742311116807
2020-09-20 15:21:59,25.0,38.0,25.629742311116807
2020-09-20 15:22:04,25.0,38.0,25.629742311116807
2020-09-20 15:22:08,25.0,40.0,25.683478355560005
2020-09-20 15:22:11,25.0,40.0,25.683478355560005
2020-09-20 15:22:15,25.0,40.0,25.683478355560005
2020-09-20 15:22:24,25.0,38.0,25.629742311116807
2020-09-20 15:22:27,25.0,40.0,25.683478355560005
2020-09-20 15:22:28,25.0,38.0,25.629742311116807
2020-09-20 15:22:34,25.0,38.0,25.629742311116807
2020-09-20 15:22:35,25.0,38.0,25.629742311116807
2020-09-20 15:22:37,25.0,40.0,25.683478355560005
2020-09-20 15:22:41,25.0,38.0,25.629742311116807
2020-09-20 15:22:48,25.0,38.0,25.629742311116807
2020-09-20 15:22:52,25.0,40.0,25.683478355560005
2020-09-20 15:22:53,25.0,38.0,25.629742311116807
2020-09-20 15:22:56,25.0,40.0,25.683478355560005
2020-09-20 15:23:00,25.0,40.0,25.683478355560005
2020-09-20 15:23:01,25.0,38.0,25.629742311116807
2020-09-20 15:23:02,25.0,40.0,25.683478355560005
2020-09-20 15:23:04,25.0,40.0,25.683478355560005
2020-09-20 15:23:07,25.0,40.0,25.683478355560005
2020-09-20 15:23:10,25.0,38.0,25.629742311116807
2020-09-20 15:23:14,25.0,38.0,25.629742311116807
2020-09-20 15:23:19,25.0,38.0,25.629742311116807
2020-09-20 15:23:20,25.0,38.0,25.629742311116807
2020-09-20 15:23:26,25.0,38.0,25.629742311116807
2020-09-20 15:23:27,25.0,38.0,25.629742311116807
2020-09-20 15:23:35,25.0,38.0,25.629742311116807
2020-09-20 15:23:38,25.0,38.0,25.629742311116807
2020-09-20 15:23:41,25.0,36.0,25.57178964445119
2020-09-20 15:23:48,25.0,38.0,25.629742311116807
2020-09-20 15:23:51,25.0,40.0,25.683478355560005
2020-09-20 15:23:57,25.0,38.0,25.629742311116807
2020-09-20 15:24:00,25.0,38.0,25.629742311116807
2020-09-20 15:24:04,25.0,40.0,25.683478355560005
2020-09-20 15:24:05,25.0,38.0,25.629742311116807
2020-09-20 15:24:10,25.0,37.0,25.601293055561808
2020-09-20 15:24:11,25.0,38.0,25.629742311116807
2020-09-20 15:24:15,25.0,40.0,25.683478355560005
2020-09-20 15:24:16,25.0,38.0,25.629742311116807
2020-09-20 15:24:22,25.0,38.0,25.629742311116807
2020-09-20 15:24:25,25.0,41.0,25.708765144448183
2020-09-20 15:24:26,25.0,38.0,25.629742311116807
2020-09-20 15:24:30,25.0,41.0,25.708765144448183
2020-09-20 15:24:31,25.0,38.0,25.629742311116807
2020-09-20 15:24:32,25.0,40.0,25.683478355560005
2020-09-20 15:24:38,25.0,38.0,25.629742311116807
2020-09-20 15:24:39,25.0,38.0,25.629742311116807
2020-09-20 15:24:43,25.0,40.0,25.683478355560005
2020-09-20 15:24:47,25.0,38.0,25.629742311116807
2020-09-20 15:24:50,25.0,40.0,25.683478355560005
2020-09-20 15:24:51,25.0,38.0,25.629742311116807
2020-09-20 15:24:55,25.0,40.0,25.683478355560005
2020-09-20 15:24:56,25.0,38.0,25.629742311116807
2020-09-20 15:24:59,25.0,40.0,25.683478355560005
2020-09-20 15:25:03,25.0,40.0,25.683478355560005
2020-09-20 15:25:06,25.0,40.0,25.683478355560005
2020-09-20 15:25:08,25.0,38.0,25.629742311116807
2020-09-20 15:25:11,25.0,40.0,25.683478355560005
2020-09-20 15:25:15,25.0,40.0,25.683478355560005
2020-09-20 15:25:18,25.0,40.0,25.683478355560005
2020-09-20 15:25:19,25.0,38.0,25.629742311116807
2020-09-20 15:25:23,25.0,40.0,25.683478355560005
2020-09-20 15:25:26,25.0,40.0,25.683478355560005
2020-09-20 15:25:27,25.0,38.0,25.629742311116807
2020-09-20 15:25:31,25.0,41.0,25.708765144448183
2020-09-20 15:25:34,25.0,40.0,25.683478355560005
2020-09-20 15:25:38,25.0,40.0,25.683478355560005
2020-09-20 15:25:41,25.0,40.0,25.683478355560005
2020-09-20 15:25:45,25.0,40.0,25.683478355560005
2020-09-20 15:25:46,25.0,38.0,25.629742311116807
2020-09-20 15:25:52,25.0,38.0,25.629742311116807
2020-09-20 15:25:53,25.0,38.0,25.629742311116807
2020-09-20 15:25:54,25.0,40.0,25.683478355560005
2020-09-20 15:25:58,25.0,40.0,25.683478355560005
2020-09-20 15:25:59,25.0,38.0,25.629742311116807
2020-09-20 15:26:05,25.0,38.0,25.629742311116807
2020-09-20 15:26:08,25.0,40.0,25.683478355560005
2020-09-20 15:26:12,25.0,40.0,25.683478355560005
2020-09-20 15:26:13,25.0,38.0,25.629742311116807
2020-09-20 15:26:18,25.0,38.0,25.629742311116807
2020-09-20 15:26:20,25.0,38.0,25.629742311116807
2020-09-20 15:26:25,25.0,38.0,25.629742311116807
2020-09-20 15:26:27,25.0,38.0,25.629742311116807
2020-09-20 15:26:32,25.0,38.0,25.629742311116807
2020-09-20 15:26:36,25.0,40.0,25.683478355560005
2020-09-20 15:26:38,25.0,38.0,25.629742311116807
2020-09-20 15:26:45,25.0,38.0,25.629742311116807
2020-09-20 15:26:46,25.0,38.0,25.629742311116807
2020-09-20 15:26:50,25.0,41.0,25.708765144448183
2020-09-20 15:26:51,25.0,38.0,25.629742311116807
2020-09-20 15:26:55,25.0,40.0,25.683478355560005
2020-09-20 15:26:57,25.0,38.0,25.629742311116807
2020-09-20 15:26:58,25.0,38.0,25.629742311116807
2020-09-20 15:27:00,25.0,40.0,25.683478355560005
2020-09-20 15:27:01,25.0,40.0,25.683478355560005
2020-09-20 15:27:04,25.0,40.0,25.683478355560005
2020-09-20 15:27:06,25.0,38.0,25.629742311116807
2020-09-20 15:27:09,25.0,41.0,25.708765144448183
2020-09-20 15:27:10,25.0,38.0,25.629742311116807
2020-09-20 15:27:14,25.0,40.0,25.683478355560005
2020-09-20 15:27:15,25.0,38.0,25.629742311116807
2020-09-20 15:27:18,25.0,41.0,25.708765144448183
2020-09-20 15:27:20,25.0,38.0,25.629742311116807
2020-09-20 15:27:23,25.0,41.0,25.708765144448183
2020-09-20 15:27:27,25.0,40.0,25.683478355560005
2020-09-20 15:27:28,25.0,38.0,25.629742311116807
2020-09-20 15:27:31,25.0,41.0,25.708765144448183
2020-09-20 15:27:33,25.0,38.0,25.629742311116807
2020-09-20 15:27:36,25.0,40.0,25.683478355560005
2020-09-20 15:27:37,25.0,38.0,25.629742311116807
2020-09-20 15:27:41,25.0,40.0,25.683478355560005
2020-09-20 15:27:42,25.0,38.0,25.629742311116807
2020-09-20 15:27:46,25.0,40.0,25.683478355560005
2020-09-20 15:27:49,25.0,40.0,25.683478355560005
2020-09-20 15:27:55,25.0,38.0,25.629742311116807
2020-09-20 15:28:01,25.0,38.0,25.629742311116807
2020-09-20 15:28:04,25.0,40.0,25.683478355560005
2020-09-20 15:28:05,25.0,38.0,25.629742311116807
2020-09-20 15:28:09,25.0,40.0,25.683478355560005
2020-09-20 15:28:14,25.0,38.0,25.629742311116807
2020-09-20 15:28:16,25.0,38.0,25.629742311116807
2020-09-20 15:28:17,25.0,40.0,25.683478355560005
2020-09-20 15:28:18,25.0,40.0,25.683478355560005
2020-09-20 15:28:20,25.0,40.0,25.683478355560005
2020-09-20 15:28:23,25.0,40.0,25.683478355560005
2020-09-20 15:28:29,25.0,38.0,25.629742311116807
2020-09-20 15:28:30,25.0,38.0,25.629742311116807
2020-09-20 15:28:36,25.0,38.0,25.629742311116807
2020-09-20 15:28:37,25.0,38.0,25.629742311116807
2020-09-20 15:28:41,25.0,40.0,25.683478355560005
2020-09-20 15:28:46,25.0,38.0,25.629742311116807
2020-09-20 15:28:50,25.0,40.0,25.683478355560005
2020-09-20 15:28:53,25.0,40.0,25.683478355560005
2020-09-20 15:28:59,25.0,38.0,25.629742311116807
2020-09-20 15:29:00,25.0,38.0,25.629742311116807
2020-09-20 15:29:04,25.0,41.0,25.708765144448183
2020-09-20 15:29:05,25.0,38.0,25.629742311116807
2020-09-20 15:29:08,25.0,41.0,25.708765144448183
2020-09-20 15:29:10,25.0,38.0,25.629742311116807
2020-09-20 15:29:13,25.0,40.0,25.683478355560005
2020-09-20 15:29:14,25.0,38.0,25.629742311116807
2020-09-20 15:29:20,25.0,38.0,25.629742311116807
2020-09-20 15:29:21,25.0,38.0,25.629742311116807
2020-09-20 15:29:25,25.0,41.0,25.708765144448183
2020-09-20 15:29:28,25.0,41.0,25.708765144448183
2020-09-20 15:29:29,25.0,38.0,25.629742311116807
2020-09-20 15:29:33,25.0,40.0,25.683478355560005
2020-09-20 15:29:36,25.0,40.0,25.683478355560005
2020-09-20 15:29:39,25.0,38.0,25.629742311116807
2020-09-20 15:29:40,25.0,38.0,25.629742311116807
2020-09-20 15:29:44,25.0,40.0,25.683478355560005
2020-09-20 15:29:52,25.0,38.0,25.629742311116807
2020-09-20 15:29:53,25.0,38.0,25.629742311116807
2020-09-20 15:29:59,25.0,38.0,25.629742311116807
2020-09-20 15:30:00,25.0,38.0,25.629742311116807
2020-09-20 15:30:01,25.0,40.0,25.683478355560005
2020-09-20 15:30:09,25.0,38.0,25.629742311116807
2020-09-20 15:30:10,25.0,38.0,25.629742311116807
2020-09-20 15:30:16,25.0,38.0,25.629742311116807
2020-09-20 15:30:19,25.0,41.0,25.708765144448183
2020-09-20 15:30:21,25.0,38.0,25.629742311116807
2020-09-20 15:30:24,25.0,40.0,25.683478355560005
2020-09-20 15:30:25,25.0,38.0,25.629742311116807
2020-09-20 15:30:31,25.0,38.0,25.629742311116807
2020-09-20 15:30:34,25.0,40.0,25.683478355560005
2020-09-20 15:30:36,25.0,38.0,25.629742311116807
2020-09-20 15:30:39,25.0,40.0,25.683478355560005
2020-09-20 15:30:43,25.0,40.0,25.683478355560005
2020-09-20 15:30:46,25.0,40.0,25.683478355560005
2020-09-20 15:30:47,25.0,38.0,25.629742311116807
2020-09-20 15:30:51,25.0,40.0,25.683478355560005
2020-09-20 15:30:52,25.0,38.0,25.629742311116807
2020-09-20 15:30:53,25.0,40.0,25.683478355560005
2020-09-20 15:30:55,25.0,40.0,25.683478355560005
2020-09-20 15:30:56,25.0,40.0,25.683478355560005
2020-09-20 15:30:59,25.0,40.0,25.683478355560005
2020-09-20 15:31:03,25.0,40.0,25.683478355560005
2020-09-20 15:31:04,25.0,38.0,25.629742311116807
2020-09-20 15:31:08,25.0,40.0,25.683478355560005
2020-09-20 15:31:09,25.0,38.0,25.629742311116807
2020-09-20 15:31:12,25.0,40.0,25.683478355560005
2020-09-20 15:31:16,25.0,40.0,25.683478355560005
2020-09-20 15:31:17,25.0,38.0,25.629742311116807
2020-09-20 15:31:21,25.0,40.0,25.683478355560005
2020-09-20 15:31:24,25.0,40.0,25.683478355560005
2020-09-20 15:31:25,25.0,38.0,25.629742311116807
2020-09-20 15:31:29,25.0,40.0,25.683478355560005
2020-09-20 15:31:32,25.0,40.0,25.683478355560005
2020-09-20 15:31:34,25.0,38.0,25.629742311116807
2020-09-20 15:31:37,25.0,40.0,25.683478355560005
2020-09-20 15:31:38,25.0,38.0,25.629742311116807
2020-09-20 15:31:42,25.0,41.0,25.708765144448183
2020-09-20 15:31:46,25.0,38.0,25.629742311116807
2020-09-20 15:31:52,25.0,38.0,25.629742311116807
2020-09-20 15:31:56,25.0,40.0,25.683478355560005
2020-09-20 15:31:59,25.0,40.0,25.683478355560005
2020-09-20 15:32:01,25.0,38.0,25.629742311116807
2020-09-20 15:32:04,25.0,40.0,25.683478355560005
2020-09-20 15:32:05,25.0,38.0,25.629742311116807
2020-09-20 15:32:09,25.0,41.0,25.708765144448183
2020-09-20 15:32:12,25.0,40.0,25.683478355560005
2020-09-20 15:32:16,25.0,40.0,25.683478355560005
2020-09-20 15:32:19,25.0,40.0,25.683478355560005
2020-09-20 15:32:25,25.0,38.0,25.629742311116807
2020-09-20 15:32:26,25.0,38.0,25.629742311116807
2020-09-20 15:32:34,25.0,38.0,25.629742311116807
2020-09-20 15:32:39,25.0,38.0,25.629742311116807
2020-09-20 15:32:41,25.0,38.0,25.629742311116807
2020-09-20 15:32:44,25.0,39.0,25.65713741111621
2020-09-20 15:32:48,25.0,40.0,25.683478355560005
2020-09-20 15:32:54,25.0,38.0,25.629742311116807
2020-09-20 15:32:55,25.0,38.0,25.629742311116807
2020-09-20 15:32:58,25.0,41.0,25.708765144448183
2020-09-20 15:33:02,25.0,41.0,25.708765144448183
2020-09-20 15:33:06,25.0,37.0,25.601293055561808
2020-09-20 15:33:08,25.0,38.0,25.629742311116807
2020-09-20 15:33:10,25.0,39.0,25.65713741111621
2020-09-20 15:33:15,25.0,38.0,25.629742311116807
2020-09-20 15:33:16,25.0,38.0,25.629742311116807
2020-09-20 15:33:18,25.0,40.0,25.683478355560005
2020-09-20 15:33:19,25.0,40.0,25.683478355560005
2020-09-20 15:33:20,25.0,40.0,25.683478355560005
2020-09-20 15:33:24,25.0,41.0,25.708765144448183
2020-09-20 15:33:25,25.0,38.0,25.629742311116807
2020-09-20 15:33:30,25.0,37.0,25.601293055561808
2020-09-20 15:33:35,25.0,38.0,25.629742311116807
2020-09-20 15:33:37,25.0,38.0,25.629742311116807
2020-09-20 15:33:44,25.0,38.0,25.629742311116807
2020-09-20 15:33:48,25.0,40.0,25.683478355560005
2020-09-20 15:33:49,25.0,38.0,25.629742311116807
2020-09-20 15:33:55,25.0,38.0,25.629742311116807
2020-09-20 15:33:56,25.0,38.0,25.629742311116807
2020-09-20 15:33:57,25.0,40.0,25.683478355560005
2020-09-20 15:34:03,25.0,38.0,25.629742311116807
2020-09-20 15:34:06,25.0,40.0,25.683478355560005
2020-09-20 15:34:08,25.0,38.0,25.629742311116807
2020-09-20 15:34:11,25.0,41.0,25.708765144448183
